Unnamed, 0,Name,Price,Link,Kích thước màn hình,Công nghệ màn hình,Camera sau,Camera trước,Chipset,Công nghệ NFC,Bộ nhớ trong,Thẻ SIM,Hệ điều hành,Độ phân giải màn hình,Tính năng màn hình,Loại CPU,Tần số quét,Kiểu màn hình,Quay video,Tính năng camera,Quay video trước,GPU,GPS,Kích thước,Trọng lượng,Công nghệ sạc,Cổng sạc,"Chỉ số kháng nước, bụi",Các loại cảm biến,Tính năng đặc biệt,Wi-Fi,Bluetooth,Thời điểm ra mắt,Dung lượng RAM,Pin,Hồng ngoại,Hỗ trợ mạng,Cảm biến vân tay,Chất liệu mặt lưng,Chất liệu khung viền,Công nghệ - Tiện ích,Tương thích,Jack tai nghe 3.5,Tiện ích khác,Công nghệ âm thanh,Khe cắm thẻ nhớ,Hệ thống làm mát,Cảm biến,Loại màn hình
904,904,Xiaomi 14 Ultra 12GB 256GB,,https://cellphones.com.vn/xiaomi-14-ultra-12gb-256gb.html,6.73 inches,LTPO AMOLED,"Camera góc rộng: 50 MP, PDAF, Laser AF, OISCamera tele: 50 MP, f/3.0, 120mmCamera góc siêu rộng: 50 MP, f/1.8Camera góc siêu rộng: 50 MP, f/1.8","Camera góc rộng: 32 MP, f/2.0, 22mm",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 14,1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, 1 tỷ màu, Dolby Vision, 2600 nits (tối đa)Tỷ lệ 20:9Corning Gorilla Glass Victus 2",,,,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS","Leica lenses, Dual-LED flash, HDR, panorama, 67mm filter ring holder (optional)","4K@30/60fps, 1080p@30/60fps, gyro-EIS",Adreno 750,,,,"Có dây 90W, không dây 80W, sạc ngược 10W",USB Type-C,IP68,"Cảm biến tiệm cận,Cảm biến ánh sáng,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,,,10/2023,12 GB,5300 mAh,Có,5G,Cảm biến vân tay trong màn hình,,,,,Không,,Loa âm thanh nổi,Không,,,
905,905,Google Pixel 8A,,https://cellphones.com.vn/dien-thoai-google-pixel-8a.html,6.1 inches,LTPO OLED,50MP + 12MP,10.5MP,Google Tensor G3 (4 nm),Có,256 MB,,Android 14,1080 x 2400 pixels (FullHD+),Độ phân giải màn hình (1080 x 2400 pixels)Tần số quét 120HzTỷ lệ màn hình 20:9,Nona-core (1×3.0 GHz Cortex-X3 & 4×2.45 GHz Cortex-A715 & 4×2.15 GHz Cortex-A510),,,"4K@30/60fps, 1080p@30/60/120/240fps, OIS",,"4K@30fps, 1080p@30fps",Immortalis-G715s MC10,,152.1 x 72.7 x 8.9 mm,183g,,USB Type-C,,,,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual/tri-band (market/region dependent)","5.3, A2DP, LE",,8 GB,4492 mAh,,,,,,,,,,,,,,
906,906,Xiaomi 14 Pro 8GB 256GB,,https://cellphones.com.vn/xiaomi-14-pro-8gb-256gb.html,6.73 inches,LTPO AMOLED,"Camera góc rộng: 50 MP, f/1.4-f/4.0, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OISCamera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoomCamera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚, AF",Camera góc rộng: 32 MP,Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,256 GB,2 Nano SIM hoặc 1 Nano + 1 eSIM,Android 14,1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak)",1x3.3 GHz Cortex-X4 & 5x3.2 GHz Cortex-A720 & 2x2.3 GHz Cortex-A520,,,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS","Ống kính Leica, đèn flash hai tông màu LED kép, HDR, toàn cảnh","4K@30/60fps, 1080p@30/60fps, gyro-EIS",Adreno 750,"GPS (L1+L5), GLONASS (G1), BDS (B1I+B1c+B2a), GALILEO (E1+E5a), QZSS (L1+L5), NavIC (L5)",161.4 x 75.3 x 8.5 mm,223 g hoặc 230 g,Sạc có dây 120WSạc không dây 50WSạc đảo ngược không dây 10W,USB Type-C,IP68,"Cảm biến tiệm cận,Cảm biến ánh sáng,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,802.11 a/b/g/n/ac/6e/7,"v5.4, A2DP, LE, aptX HD, aptX Adaptive",10/2023,8 GB,4880 mAh,Có,5G,Cảm biến vân tay trong màn hình,Kính,Nhôm,,,Không,,Loa âm thanh nổi,Không,,,
907,907,Oppo Reno5 Lite,,https://cellphones.com.vn/oppo-reno-5-lite.html,6.43 inches,AMOLED,48 MP + 8 MP + 2 MP + 2 MP,32 MP,Mediatek MT6779V Helio P95 (12 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 11, ColorOS 11.1",1080 x 2400 pixels (FullHD+),,Octa-core,,,"4K@30fps, 1080p@30/120fps, gyro-EIS",,1080p@30fps,PowerVR GM9446,A-GPS,"160,1 x 73,2 x 7,8 mm",172 g,Sạc nhanh 30W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn,Con quay hồi chuyển",,Wi-Fi 802.11 a/b/g/n/ac,5.1,,8 GB,Li-Po 4310 mAh,,,Cảm biến vân tay trong màn hình,,,,,Có,,,microSDXC,,,
908,908,vivo Y18S 8GB 256GB,,https://cellphones.com.vn/dien-thoai-vivo-y18s-8gb-256gb.html,,,,,,Không,256 GB,,,,,,,,,,,,,,,,,,,,,,,8 GB,,,,,,,,,,,,,,,
909,909,OnePlus 10,,https://cellphones.com.vn/oneplus-10.html,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,910,OnePlus Nord 2T,,https://cellphones.com.vn/oneplus-nord-2t.html,6.43 inches,AMOLED,"Camera chính 50 MP, camera 8 MP và camera phụ 2 MP",,Dimensity 1300,Có,,,"OxygenOS 12, Android 12",,,,90Hz,Đục lỗ (Nốt ruồi),,,,,,,,Sạc nhanh 80W,,,,,,,,,4.500 mAh,,,,,,,,,,,,,,
911,911,OnePlus Ace,,https://cellphones.com.vn/oneplus-ace.html,6.7 inches,OLED,"50 MP, f/1.9, 24mm (Rộng)8 MP, f/2.2, 16mm, 120˚ (Siêu rộng)2 MP, f/2.4, (macro)","16 MP, f/2.4, 26mm (Rộng)",MediaTek Dimensity 8100 Max,Có,128 GB,2 SIM (Nano-SIM),"Android 12, ColorOS 12.1",1080 x 2412 pixels,1B màu120HzHDR10+500 nits (typ)800 nits (HBM)950 nits (peak),Octa-core (4x2.85 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),120Hz,Đục lỗ (Nốt ruồi),"4K@30/60fps, 1080p@30/60/240fps, gyro-EIS",LED flashHDRChụp toàn cảnh,"1080p@30fps, gyro-EIS",Mali-G610 MC6,"A-GPS, GLONASS, GALILEO, BDS",163.3 x 75.5 x 8.2 mm,186 g,"Sạc nhanh 150W, 50% trong 5 phút sạc không dây",USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn,Con quay hồi chuyển","Hỗ trợ 5G, Sạc không dây, Bảo mật vân tay","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot","5.2, A2DP, LE",,8 GB,Li-Po 4500 mAh,,5G,Cảm biến vân tay trong màn hình,,Nhựa,,,Không,,,Không,,,
912,912,OnePlus 11 Pro,,https://cellphones.com.vn/oneplus-11-pro.html,6.55 inches,OLED,32 MP,,Snapdragon 8 Gen 2,Có,128 GB,,Android 12,,Tần số quét lên đến 144 Hzkính cường lực Corning Gorilla 6,,,,,,,,,,,Sạc nhanh 75 WSạc không dây 33 W,USB Type-C,,,,,,,8 GB,5.000 mAh,,,,,,,,Không,,,,,,
913,913,OnePlus 10R,,https://cellphones.com.vn/oneplus-10r.html,,,,,,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,914,masstel izi 300,,https://cellphones.com.vn/masstel-izi-300.html,2.4 inches,TFT LCD,0.08 MP,,SC6531E,Không,,,,240 x 320 pixels,"QVGA, Mặt kính 2.5D",,,,,,,,,127 x 53 x 14.5 mm,134.3 g,Sạc 2.5 W,Micro-USB,,,,,,10/2019,,2500 mAh,,,,Nhựa,Nhựa,,,Có,,,"MicroSD, hỗ trợ tối đa 16 GB",,,
915,915,Motorola Moto G23,,https://cellphones.com.vn/motorola-moto-g23.html,6.5 inches,IPS LCD,"Camera góc rộng: 50MP, f/1.8, 0.64µm, PDAFCamera góc siêu rộng: 5MP, f/2.2, 118Camera macro: 2MP, f/2.4","Camera góc rộng: 16MP, f/2.5, 1.0µm",Mediatek MT6769Z Helio G85 (12nm),Có,64 GB,2 SIM (nano‑SIM và eSIM),Android 13,720 x 1600 pixel,"Tần số quét 90Hz, 400 nits",2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,,,1080p@30fps,"Đèn flash LED, HDR, toàn cảnh",1080p@30fps,Mali-G52 MC2,"GPS, GLONASS, GALILEO","162,7 x 74,7 x 8,2 mm","184,3 g",Sạc nhanh 30W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,Con quay hồi chuyển, Cảm biến áp kế",,802.11 a/b/g/n/ac,v5.1,,4 GB,5000 mAh,,4G,Cảm biến vân tay cạnh bên,Nhựa,Nhựa,,,Có,,,microSDXC,,,
916,916,Samsung Galaxy M31s,,https://cellphones.com.vn/samsung-galaxy-m31s.html,6.5 inches,"Super AMOLED capacitive touchscreen, 16M colors, Corning Gorilla Glass 3","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF12 MP, f/2.2, 123˚ (ultrawide)5 MP, f/2.4, (macro)5 MP, f/2.4, (depth)","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",Exynos 9611 (10nm),Có,128 GB,2 SIM (Nano-SIM),"Android 10, One UI 2.0",1080 x 2400 pixels (FullHD+),,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),,,"4K@30fps, 1080p@30fps, gyro-EIS",,,Mali-G72 MP3,"A-GPS, GLONASS, GALILEO, BDS",159.3 x 74.4 x 9.3 mm,203 g,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE",,6 GB,"Li-Po 6000 mAh, Fast charging 25W",,,,,,,,,,,microSDXC,,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển",
917,917,Xiaomi Redmi K50 Ultra,,https://cellphones.com.vn/xiaomi-redmi-k50-ultra.html,6.66 inches,OLED,"Camera gốc rộng: 50 MP, f/1.9Camera gốc siêu rộng: 8 MP, f/2.2, 120˚Camera macro: 2 MP, f/2.4","20 MP, f/2.4",Snapdragon 8+ gen 1 (4 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 12, MIUI 13",1080 x 2400 pixels (FullHD+),"OLED, 1B màu, 120Hz, HDR10 +, 800 nits (HBM)","1x3,19 GHz Cortex-X2 & 3x2,75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510",,,"4K@30/60fps, 1080p@30/60/120fps, 720p@960fps, HDR",,"1080p@30/60fps, 720p@120fps, HDR",Adreno 730,A-GPS,,,Sạc nhanh 100WPower Delivery 3.0Quick Charge 3+,USB Type-C,,"Cảm biến ánh sáng,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,Wi-Fi 802.11 a / b / g / n / ac / 6e,"5.2, A2DP, LE",,8 GB,Li-Po 5000 mAh,Có,5G,,,,,,Không,,,Không,,,
918,918,Vivo Y35M Plus,,https://cellphones.com.vn/vivo-y35m-plus.html,6.51 inches,IPS LCD,Camera chính 13 MPCamera đo chiều sâu: 2 MP,5 MP,Dimensity 700,Không,128 GB,,,,Tốc độ làm tươi 60 Hz,,,,,Đèn flash LED,,,,,,Sạc nhanh 15 W,USB Type-C,,,,802.11ac,v5.2,,4 GB,5.000 mAh,,5G,Cảm biến vân tay cạnh bên,,,,,Có,,,,,,Màn hình
919,919,Huawei Nova Y71,,https://cellphones.com.vn/huawei-nova-y71.html,6.75 inches,TFT LCD,"Camera góc rộng: 48 MP, f/1.8Camera góc siêu rộng: 5 MP, f/2.2Camera đo độ sâu: 2 MP, f/2.4","8MP, f/2.0",,Không,128 GB,,EMUI 12,1600 x 720 pixels (HD+),"16,7 triệu màu",,,,,,,,"GPS, AGPS, Glonass, BeiDou, Galileo, QZSS",168.3 x 77.7 x 8.98 mm,199 g,"Sạc nhanh 22,5 W",USB Type-C,,"Cảm biến ánh sáng,La bàn,Cảm biến trọng lực",,"802.11b/g/n, 2.4 GHz",v5.1,,8 GB,6000 mAh,,4G,Cảm biến vân tay cạnh bên,,,,,Có,,,Micro SD,,,Màn hình
920,920,Vivo Y11 4G,,https://cellphones.com.vn/vivo-y11-4g.html,6.51 inches,IPS LCD,8MP,5MP,,,64 GB,,,720 x 1600 pixel,Tốc độ làm mới 60Hz,,,,,Đèn flash LED,,,,,,Hỗ trợ sạc 10W,Micro-USB,,,,,,,6 GB,"5,000mAh",,,,,,,,,,,microSD,,,
921,921,Vivo Y75s,,https://cellphones.com.vn/vivo-y75s.html,6.58 inches,IPS LCD,"Camera góc rộng: 64 MP, f/1.8, PDAFCamera góc siêu rộng: 8 MP, f/2.2, 120˚Camera macro; 2 MP, f/2.4","Camera góc rộng: 8 MP, f/2.0",MediaTek MT6833 Dimensity 700 (7 nm),Không,256 GB,2 SIM (Nano-SIM),Android 11,1080 x 2408 pixels,,"2x2,2 GHz Cortex-A76 & 6x2,0 GHz Cortex-A55",,,"4K@30fps, 1080p@30fps, con quay hồi chuyển EIS","Đèn flash LED, HDR, toàn cảnh",1080p@30fps,Mali-G57 MC2,"Có, với A-GPS, GLONASS, GALILEO, BDS","164 x 75,3 x 8,5 mm",193 g,Sạc nhanh 18W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,"Wi-Fi 802.11 a / b / g / n / ac, băng tần kép, Wi-Fi Direct, điểm phát sóng","5.1, A2DP, LE, aptX HD",,8 GB,5000 mAh,,5G,Cảm biến vân tay cạnh bên,,,,,Có,,,microSDXC,,,
922,922,Xiaomi Mi 10T Lite,,https://cellphones.com.vn/xiaomi-mi-10t-lite.html,6.66 inches,"IPS LCD, 16 triệu màu, 120Hz, 450nits","64 MP, f/1.9, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.2, 120˚ (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","16 MP, f/2.5, 25mm (wide), 1/3.06"" 1.0µm",Qualcomm SM7225 Snapdragon 750 5G (8 nm),Có,128 GB,2 SIM (Nano-SIM),"Android 10, MIUI 12",1176 x 2400 pixel,,Octa-core (2x2.2 GHz Kryo 570 & 6x1.8 GHz Kryo 570),,,"Trước: 1080p@30fpsSau: 4K, 1080p, gyro-EIS",,,Adreno 619,"A-GPS, GLONASS, BDS, GALILEO",165.3 x 76.8 x 9 mm,214.5 g,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE",,6 GB,"Li-Po 4820 mAh, sạc nhanh 33W",true,,,,,,,,,,Không,,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển",
923,923,Huawei Enjoy 20 Pro,,https://cellphones.com.vn/huawei-enjoy-20-pro.html,6.5 inches,"IPS LCD capacitive touchscreen, 16M colors","48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, 120˚ (ultrawide)2 MP, f/2.4, (macro)","16 MP, f/2.0",MediaTek MT6873V Dimensity 800 5G (7 nm),Không,128 GB,2 SIM (Nano-SIM),"Android 10, EMUI 10.1, no Google Play Services",1080 x 2400 pixels (FullHD+),,Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55),,,"Trước: 1080p@30fpsSau: 4K@30fps, 1080p@30fps",,,Mali-G57MP4,"Yes, with A-GPS, GLONASS, BDS",160 x 75.3 x 8.4 mm,182 g,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.1, A2DP, LE",,8 GB,Li-Po 4000 mAh battery,,,,,,,,,,,"NM (Nano Memory), up to 256GB",,"Cảm biến vân tay, cảm biến gia tốc, con quay hồi chuyển, cảm biến tiệm cận, la bàn, cảm biến áp kế",
924,924,Samsung Galaxy M42,,https://cellphones.com.vn/samsung-galaxy-m42.html,6.4 inches,IPS LCD,64 MP + 8 MP + 2 MP,32 MP,Qualcomm Snapdragon 730,Có,128 GB,2 SIM (Nano-SIM),Android 10,,,Octa core,,Đục lỗ (Nốt ruồi),,,,Adreno 618,A-GPS,,,Sạc nhanh,USB Type-C,,,,"Wi-Fi 802.11, b / g / n",v5.0,,6 GB,Li-ion 6000 mAh,,4G,Cảm biến vân tay cạnh bên,,,,,Có,,,,,,
925,925,Realme X7 Pro,,https://cellphones.com.vn/realme-x7-pro.html,6.55 inches,"AMOLED capacitive touchscreen, 16M colors, 120Hz","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF8 MP, f/2.3, 119˚, 16mm (ultrawide), 1/4.0"", 1.12µm2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)","32 MP, f/2.2, (wide), 1/2.8"", 0.8µm",Mediatek Dimensity 1000+ (7nm),Có,256 GB,2 SIM (Nano-SIM),"Android 10, Realme UI",1080 x 2400 pixels (FullHD+),,Octa-core (4x2.6 GHz Cortex-A77 & 4x2.0 GHz Cortex-A55),,,"4K@30fps, 1080p@30/60fps",,,Mali-G77 MC9,"A-GPS, GLONASS, BDS, GALILEO, QZSS",,,,,,,,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE",,8 GB,"Li-Po 4500 mAh, Fast charging 65W",,,,,,,,,,,,,"Cảm biến vân tay, cảm biến tiệm cận, gia tốc kế, la bàn, con quay hồi chuyển",
926,926,Realme 10 8GB 256GB,,https://cellphones.com.vn/realme-10-8gb-256gb.html,6.4 inches,Super AMOLED,Camera chính: 50MPCamera chân dung: 2MP,"16 MP, f/2.5",Helio G99 (6nm),Có,256 GB,2 SIM (Nano-SIM),"Android 12, Realme UI 3.0",1080 x 2400 pixels (FullHD+),Tần số quét 90 Hz,2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,,1080p@30fps,,1080p@30fps,Mali-G57 MC2,"GPS, GLONASS, GALILEO, BDS",159.9 x 73.3 x 8 mm,178 g,Sạc nhanh 33 W,USB Type-C,,"Cảm biến gia tốc,La bàn,Con quay hồi chuyển",,"Wi-Fi 802.11 a/b/g/n/ac, dual-band","5.3, A2DP, LE, aptX HD, aptX Adaptive",,8 GB,5.000 mAh,,4G,Cảm biến vân tay cạnh bên,,,,,Có,,,,,,
927,927,Xiaomi 14 Ultra 12GB 256GB,,https://cellphones.com.vn/xiaomi-14-ultra-12gb-256gb.html,6.73 inches,LTPO AMOLED,"Camera góc rộng: 50 MP, PDAF, Laser AF, OISCamera tele: 50 MP, f/3.0, 120mmCamera góc siêu rộng: 50 MP, f/1.8Camera góc siêu rộng: 50 MP, f/1.8","Camera góc rộng: 32 MP, f/2.0, 22mm",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,256 GB,2 SIM (Nano-SIM),Android 14,1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, 1 tỷ màu, Dolby Vision, 2600 nits (tối đa)Tỷ lệ 20:9Corning Gorilla Glass Victus 2",,,,"8K@24fps (HDR), 4K@24/30/60fps (HDR10+, 10-bit Dolby Vision HDR, 10-bit LOG), 1080p@30/60/120/240/960fps, 720p@1920fps, gyro-EIS","Leica lenses, Dual-LED flash, HDR, panorama, 67mm filter ring holder (optional)","4K@30/60fps, 1080p@30/60fps, gyro-EIS",Adreno 750,,,,"Có dây 90W, không dây 80W, sạc ngược 10W",USB Type-C,IP68,"Cảm biến tiệm cận,Cảm biến ánh sáng,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,,,10/2023,12 GB,5300 mAh,Có,5G,Cảm biến vân tay trong màn hình,,,,,Không,,Loa âm thanh nổi,Không,,,
928,928,Vivo Y35M Plus,,https://cellphones.com.vn/vivo-y35m-plus.html,6.51 inches,IPS LCD,Camera chính 13 MPCamera đo chiều sâu: 2 MP,5 MP,Dimensity 700,Không,128 GB,,,,Tốc độ làm tươi 60 Hz,,,,,Đèn flash LED,,,,,,Sạc nhanh 15 W,USB Type-C,,,,802.11ac,v5.2,,4 GB,5.000 mAh,,5G,Cảm biến vân tay cạnh bên,,,,,Có,,,,,,Màn hình
929,929,Huawei Nova Y71,,https://cellphones.com.vn/huawei-nova-y71.html,6.75 inches,TFT LCD,"Camera góc rộng: 48 MP, f/1.8Camera góc siêu rộng: 5 MP, f/2.2Camera đo độ sâu: 2 MP, f/2.4","8MP, f/2.0",,Không,128 GB,,EMUI 12,1600 x 720 pixels (HD+),"16,7 triệu màu",,,,,,,,"GPS, AGPS, Glonass, BeiDou, Galileo, QZSS",168.3 x 77.7 x 8.98 mm,199 g,"Sạc nhanh 22,5 W",USB Type-C,,"Cảm biến ánh sáng,La bàn,Cảm biến trọng lực",,"802.11b/g/n, 2.4 GHz",v5.1,,8 GB,6000 mAh,,4G,Cảm biến vân tay cạnh bên,,,,,Có,,,Micro SD,,,Màn hình
930,930,vivo Y36t,,https://cellphones.com.vn/dien-thoai-vivo-y36t.html,6.56 inches,LCD,13MP với khả năng zoom kỹ thuật số 4x,5MP,MediaTek Helio G85,Có,128 GB,,Android 14,1612 × 720 pixel,Tần số quét 60Hz,2x 2.0GHz & 6x 1.8GHz,,,,,,,,,,Sạc nhanh 15W,USB Type-C,IP54,,,,,,6 GB,"5,000 mAh",,,,,,,,,,,,,,
931,931,Xiaomi Redmi Note 10 JE,,https://cellphones.com.vn/xiaomi-redmi-note-10-je.html,6.5 inches,IPS LCD,"Chính 48 MP & Phụ 2 MP, 2 MP",8 MP,Snapdragon 480 8 nhân 5G,,64 GB,,Android 11,1080 x 2400 pixels (FullHD+),,,,,FullHD 1080p@30fpsHD 720p@30fps,,,Mali-G57 MC2,"A-GPS, BDS, GALILEO, GLONASS",220g,,Sạc nhanh 18W,,,,,Wi-Fi 802.11 a/b/g/n/ac,v5.1,,4 GB,4800 mAh,,5G,,,,,,,,,,,,
932,932,Xiaomi Redmi 11,,https://cellphones.com.vn/xiaomi-redmi-11.html,6.58 inches,IPS LCD,"Camera góc rộng: 50 MP, f/1.8, PDAFCamera đo chiều sâu: 2MP, f/2.4","5 MP, f/2.0",Mediatek MT6833 Dimensity 700 (7 nm),Có,64 GB,2 SIM (Nano-SIM),Android 11,1080 x 2408 pixels,Tần số quét 90Hz,2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55,,,1080p@30fps,"Đèn flash LED, HDR, toàn cảnh",1080p@30fps,Mali-G57 MC2,"GPS, GLONASS, BDS, GALILEO",,,Sạc nhanh 18 W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn, Cảm biến áp kế",,"802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct",v5.1,,4 GB,5.000 mAh,Có,5G,Cảm biến vân tay cạnh bên,,,,,Có,,,microSDXC,,,
933,933,Điện thoại Samsung Galaxy Z Fold mới,,https://cellphones.com.vn/dien-thoai-samsung-galaxy-z-fold-moi.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,934,Realme C30,,https://cellphones.com.vn/realme-c30.html,6.5 inches,IPS LCD,"8 MP, f/2.0","5 MP, f/2.2",Unisoc Tiger T612 (12 nm),Không,32 GB,2 SIM (Nano-SIM),"Android 11, Realme UI Go",720 x 1600 pixel,400 nits,2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55,,,1080p@30fps,,720p@30fps,Mali-G57,"A-GPS, GLONASS, GALILEO, BDS",164.1 x 75.6 x 8.5 mm,182 g,Sạc 10W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận",,"Wi-Fi 802.11 b/g/n, hotspot",5.0,,2 GB,5.000 mAh,,4G,,,,,,Có,,,"Có, hỗ trợ đến 1TB",,,
935,935,Vivo Y21e,,https://cellphones.com.vn/vivo-y21e.html,6.51 inches,IPS LCD,13MP (f /2.2) + 2MP (f /2.4),8MP f/1.8,Snapdragon™ 680 Mobile Platform (6nm),Không,64 GB,2 SIM (Nano-SIM),Funtouch OS 12,1600 x 720 pixels (HD+),,Octa-Core 2.4Ghz,,Giọt nước,MP4,PhotoPortrait (Cơ bản)VideoPanoLive PhotoTime-LapseProDocuments,,GPU 610,Có,164.26 × 76.08 × 8.00 mm (Dài x Rộng x Dày),182 g,,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn,Con quay hồi chuyển, Cảm biến áp kế",,"2.4 GHz, 5 GHz",5.0,,3 GB,5000mAh (TYP),,4G,,Nhựa,,,,,,,1x Micro SD,,,
936,936,Nokia G400,,https://cellphones.com.vn/nokia-g400.html,,,48MP,,Snapdragon 480 5G,Có,128 GB,,,,120Hz,,,,,,,,,,,,,,,,,,,4 GB,,,5G,,,,,,,,,,,,
937,937,Xiaomi 11i HyperCharge,,https://cellphones.com.vn/xiaomi-11i-hypercharge.html,6.66 inches,AMOLED,"Camera góc rộng: 108 MP, f/1.9, PDAFCamera góc siêu rộng: 8 MP, 120˚Camera tele: 2 MP, f/2.4",16 MP,MediaTek Dimensity 920 5G (6 nm),Không,128 GB,2 SIM (Nano-SIM),"Android 11, MIUI 12.5",1080 x 2400 pixels (FullHD+),"120Hz, HDR10, Corning Gorilla Glass 5",2x2.5 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55,,,"4K@30fps, 1080p@30/60fps",,1080p@30fps,Mali-G68 MC4,"A-GPS, GLONASS, GALILEO, BDS",,204 g,Sạc nhanh 120W,USB Type-C,,"Cảm biến gia tốc,Cảm biến tiệm cận,La bàn,Con quay hồi chuyển",,,"5.2, A2DP, LE",,6 GB,Li-Po 4500 mAh,,5G,Cảm biến vân tay cạnh bên,,,,,,,,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot",,,
938,938,Samsung Galaxy M53 5G,,https://cellphones.com.vn/samsung-galaxy-m53.html,6.7 inches,AMOLED,"Chính 64 MP & Phụ 12 MP, 8 MP, 5 MP",32 MP,Dimensity 900,Có,128 GB,2 SIM (Nano-SIM),,,,,,,,,,,,,,,,,,,,,,8 GB,5000 mAh,,,,,,,,,,,,,,
939,939,Nokia X21 5G,,https://cellphones.com.vn/nokia-x21.html,6.7 inches,OLED,Camera chính 64 MPỐng kính siêu rộng 13 MPỐng kính ToF,16 MP,Snapdragon 695,Không,128 GB,,,1920 x 1080 pixels (FullHD),"Màn hình OLED, 120Hz",,120Hz,Đục lỗ (Nốt ruồi),,Quang học ZEISSPureView,,,,,,Sạc nhanh 18W,,,,,,,,6 GB,5.000mAh,,,,,,,,,,,,,,
